EGY00002;1980-02-05;08:45;0.0;EC;EC-CND-Pt;;250.0;µS/cm;Fair
EGY00002;1980-03-18;08:45;0.0;EC;EC-CND-Pt;;240.0;µS/cm;Fair
EGY00002;1980-04-15;09:00;0.0;pH;pH-POT-25;;8.0;---;Fair
EGY00002;1980-04-15;09:00;0.0;O2-Dis;T-COL-I-AZD;;7.7;mg/l;Fair
EGY00002;1980-04-15;09:00;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-05-20;08:15;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-06-11;07:15;0.0;pH;pH-POT-25;;8.1;---;Fair
EGY00002;1980-06-25;08:15;0.0;O2-Dis;T-COL-I-AZD;;7.8;mg/l;Fair
EGY00002;1980-07-08;08:15;0.0;O2-Dis;T-COL-I-AZD;;7.6;mg/l;Fair
EGY00002;1980-08-04;08:30;0.0;pH;pH-POT-25;;8.1;---;Fair
EGY00002;1980-08-04;08:30;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-08-04;08:30;0.0;TEMP;TEMP-Hg;;28.0;°C;Fair
EGY00002;1980-08-18;08:10;0.0;EC;EC-CND-Pt;;240.0;µS/cm;Fair
EGY00002;1980-09-22;08:20;0.0;pH;pH-POT-25;;8.05;---;Fair
EGY00002;1980-10-27;08:30;0.0;pH;pH-POT-25;;8.0;---;Fair
EGY00002;1980-10-27;08:30;0.0;EC;EC-CND-Pt;;240.0;µS/cm;Fair
EGY00002;1980-11-10;09:15;0.0;pH;pH-POT-25;;7.9;---;Fair
EGY00002;1980-11-10;09:15;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-11-10;09:15;0.0;TEMP;TEMP-Hg;;23.0;°C;Fair
EGY00002;1980-12-29;09:10;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-01-01;09:45;0.0;O2-Dis;T-COL-I-AZD;;9.0;mg/l;Fair
EGY00002;1980-01-01;09:45;0.0;TEMP;TEMP-Hg;;20.0;°C;Fair
EGY00002;1980-01-15;09:15;0.0;EC;EC-CND-Pt;;260.0;µS/cm;Fair
EGY00002;1980-02-05;08:45;0.0;TEMP;TEMP-Hg;;20.0;°C;Fair
EGY00002;1980-02-19;09:00;0.0;O2-Dis;T-COL-I-AZD;;8.7;mg/l;Fair
EGY00002;1980-02-19;09:00;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-02-19;09:00;0.0;EC;EC-CND-Pt;;250.0;µS/cm;Fair
EGY00002;1980-03-04;08:30;0.0;O2-Dis;T-COL-I-AZD;;8.3;mg/l;Fair
EGY00002;1980-04-01;09:30;0.0;EC;EC-CND-Pt;;250.0;µS/cm;Fair
EGY00002;1980-05-06;08:15;0.0;TEMP;TEMP-Hg;;30.0;°C;Fair
EGY00002;1980-05-20;08:15;0.0;O2-Dis;T-COL-I-AZD;;7.4;mg/l;Fair
EGY00002;1980-06-11;07:15;0.0;TEMP;TEMP-Hg;;27.0;°C;Fair
EGY00002;1980-06-25;08:15;0.0;pH;pH-POT-25;;8.1;---;Fair
EGY00002;1980-07-08;08:15;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-07-21;08:00;0.0;pH;pH-POT-25;;8.1;---;Fair
EGY00002;1980-07-21;08:00;0.0;EC;EC-CND-Pt;;245.0;µS/cm;Fair
EGY00002;1980-08-04;08:30;0.0;O2-Dis;T-COL-I-AZD;;7.6;mg/l;Fair
EGY00002;1980-08-04;08:30;0.0;EC;EC-CND-Pt;;245.0;µS/cm;Fair
EGY00002;1980-08-18;08:10;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-08-18;08:10;0.0;TEMP;TEMP-Hg;;29.0;°C;Fair
EGY00002;1980-09-22;08:20;0.0;TEMP;TEMP-Hg;;27.0;°C;Fair
EGY00002;1980-11-24;09:00;0.0;pH;pH-POT-25;;7.95;---;Fair
EGY00002;1980-11-24;09:00;0.0;TEMP;TEMP-Hg;;22.0;°C;Fair
EGY00002;1980-01-01;09:45;0.0;pH;pH-POT-25;;8.1;---;Fair
EGY00002;1980-01-15;09:15;0.0;pH;pH-POT-25;;8.05;---;Fair
EGY00002;1980-01-15;09:15;0.0;O2-Dis;T-COL-I-AZD;;8.8;mg/l;Fair
EGY00002;1980-01-15;09:15;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-02-05;08:45;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-02-19;09:00;0.0;pH;pH-POT-25;;8.0;---;Fair
EGY00002;1980-02-19;09:00;0.0;TEMP;TEMP-Hg;;21.0;°C;Fair
EGY00002;1980-03-04;08:30;0.0;pH;pH-POT-25;;7.9;---;Fair
EGY00002;1980-03-04;08:30;0.0;TEMP;TEMP-Hg;;24.0;°C;Fair
EGY00002;1980-03-18;08:45;0.0;O2-Dis;T-COL-I-AZD;;8.0;mg/l;Fair
EGY00002;1980-04-01;09:30;0.0;O2-Dis;T-COL-I-AZD;;7.9;mg/l;Fair
EGY00002;1980-04-15;09:00;0.0;EC;EC-CND-Pt;;250.0;µS/cm;Fair
EGY00002;1980-05-20;08:15;0.0;TEMP;TEMP-Hg;;30.5;°C;Fair
EGY00002;1980-06-11;07:15;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-06-25;08:15;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-07-08;08:15;0.0;TEMP;TEMP-Hg;;28.5;°C;Fair
EGY00002;1980-07-08;08:15;0.0;EC;EC-CND-Pt;;240.0;µS/cm;Fair
EGY00002;1980-09-02;08:25;0.0;O2-Dis;T-COL-I-AZD;;7.8;mg/l;Fair
EGY00002;1980-10-07;09:00;0.0;O2-Dis;T-COL-I-AZD;;8.4;mg/l;Fair
EGY00002;1980-10-27;08:30;0.0;O2-Dis;T-COL-I-AZD;;8.6;mg/l;Fair
EGY00002;1980-11-10;09:15;0.0;EC;EC-CND-Pt;;250.0;µS/cm;Fair
EGY00002;1980-12-08;09:30;0.0;pH;pH-POT-25;;8.0;---;Fair
EGY00002;1980-12-08;09:30;0.0;TEMP;TEMP-Hg;;20.0;°C;Fair
EGY00002;1980-01-01;09:45;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-03-04;08:30;0.0;NH3N;COL-PHE-APHA1976;;0.0;mg/l;Poor
EGY00002;1980-03-18;08:45;0.0;pH;pH-POT-25;;7.8;---;Fair
