created_at,entry_id,field1,field2,field3,field4,field5,field7,latitude,longitude,elevation,status
2021-03-20 01:05:06 CET,1,0.00000,,,,,,,,,
2021-03-20 01:05:22 CET,2,0.00000,,,,,,,,,
2021-03-20 01:05:38 CET,3,0.00000,,,,,,,,,
2021-03-20 01:05:55 CET,4,0.00000,,,,,,,,,
2021-03-20 01:06:11 CET,5,0.00000,,,,,,,,,
2021-03-20 01:06:26 CET,6,0.00000,,,,,,,,,
2021-03-20 01:06:44 CET,7,0.00000,,,,,,,,,
2021-03-20 01:07:00 CET,8,0.00000,,,,,,,,,
2021-03-20 01:07:20 CET,9,0.00000,,,,,,,,,
2021-03-20 01:07:35 CET,10,0.00000,,,,,,,,,
2021-03-20 01:07:51 CET,11,0.00000,,,,,,,,,
2021-03-20 01:08:08 CET,12,0.00000,,,,,,,,,
2021-03-20 01:08:26 CET,13,0.00000,,,,,,,,,
2021-03-20 01:08:42 CET,14,0.00000,,,,,,,,,
2021-03-20 01:08:57 CET,15,0.00000,,,,,,,,,
2021-03-20 01:09:13 CET,16,0.00000,,,,,,,,,
2021-03-20 01:09:32 CET,17,0.00000,,,,,,,,,
2021-03-20 01:09:48 CET,18,0.00000,,,,,,,,,
2021-03-20 01:10:04 CET,19,0.00000,,,,,,,,,
2021-03-20 01:10:20 CET,20,0.00000,,,,,,,,,
2021-03-20 01:10:36 CET,21,0.00000,,,,,,,,,
2021-03-20 01:10:51 CET,22,0.00000,,,,,,,,,
2021-03-20 01:11:10 CET,23,0.00000,,,,,,,,,
2021-03-20 01:11:27 CET,24,0.00000,,,,,,,,,
2021-03-20 01:11:44 CET,25,0.00000,,,,,,,,,
2021-03-20 01:12:01 CET,26,0.00000,,,,,,,,,
2021-03-20 01:12:17 CET,27,0.00000,,,,,,,,,
2021-03-20 01:12:32 CET,28,0.00000,,,,,,,,,
2021-03-20 01:12:48 CET,29,0.00000,,,,,,,,,
2021-03-20 01:13:06 CET,30,0.00000,,,,,,,,,
2021-03-20 01:13:23 CET,31,0.00000,,,,,,,,,
2021-03-20 01:13:38 CET,32,0.00000,,,,,,,,,
2021-03-20 01:13:57 CET,33,0.00000,,,,,,,,,
2021-03-20 01:14:18 CET,34,0.00000,,,,,,,,,
2021-03-20 01:14:34 CET,35,0.00000,,,,,,,,,
2021-03-20 01:14:52 CET,36,0.00000,,,,,,,,,
2021-03-20 01:15:08 CET,37,0.00000,,,,,,,,,
2021-03-20 01:15:24 CET,38,0.00000,,,,,,,,,
2021-03-20 01:15:39 CET,39,0.00000,,,,,,,,,
2021-03-20 01:15:55 CET,40,0.00000,,,,,,,,,
2021-03-20 01:16:12 CET,41,0.00000,,,,,,,,,
2021-03-20 01:16:29 CET,42,0.00000,,,,,,,,,
2021-03-20 01:16:46 CET,43,0.00000,,,,,,,,,
2021-03-20 01:17:02 CET,44,0.00000,,,,,,,,,
2021-03-20 01:17:22 CET,45,0.00000,,,,,,,,,
2021-03-20 01:17:38 CET,46,0.00000,,,,,,,,,
2021-03-20 01:17:54 CET,47,0.00000,,,,,,,,,
2021-03-20 01:18:09 CET,48,0.00000,,,,,,,,,
2021-03-20 01:18:28 CET,49,0.00000,,,,,,,,,
2021-03-20 01:18:47 CET,50,0.00000,,,,,,,,,
2021-03-20 01:19:03 CET,51,0.00000,,,,,,,,,
2021-03-20 01:19:19 CET,52,0.00000,,,,,,,,,
2021-03-20 01:19:39 CET,53,0.00000,,,,,,,,,
2021-03-20 01:19:56 CET,54,0.00000,,,,,,,,,
2021-03-20 01:20:11 CET,55,0.00000,,,,,,,,,
2021-03-20 01:20:27 CET,56,0.00000,,,,,,,,,
2021-03-20 01:21:03 CET,57,0.00000,,,,,,,,,
2021-03-20 01:21:20 CET,58,0.00000,,,,,,,,,
2021-03-20 01:21:36 CET,59,0.00000,,,,,,,,,
2021-03-20 01:21:51 CET,60,0.00000,,,,,,,,,
2021-03-20 01:22:06 CET,61,0.00000,,,,,,,,,
2021-03-20 01:22:21 CET,62,0.00000,,,,,,,,,
2021-03-20 01:22:39 CET,63,0.00000,,,,,,,,,
2021-03-20 01:22:54 CET,64,0.00000,,,,,,,,,
2021-03-20 01:23:11 CET,65,0.00000,,,,,,,,,
2021-03-20 01:23:27 CET,66,0.00000,,,,,,,,,
2021-03-20 01:23:43 CET,67,0.00000,,,,,,,,,
2021-03-20 01:23:59 CET,68,0.00000,,,,,,,,,
2021-03-20 01:24:15 CET,69,0.00000,,,,,,,,,
2021-03-20 01:24:31 CET,70,0.00000,,,,,,,,,
2021-03-20 01:24:46 CET,71,0.00000,,,,,,,,,
2021-03-20 01:25:02 CET,72,0.00000,,,,,,,,,
2021-03-20 01:25:20 CET,73,0.00000,,,,,,,,,
2021-03-20 01:25:37 CET,74,0.00000,,,,,,,,,
2021-03-20 01:25:53 CET,75,0.00000,,,,,,,,,
2021-03-20 01:26:09 CET,76,0.00000,,,,,,,,,
2021-03-20 01:26:25 CET,77,0.00000,,,,,,,,,
2021-03-20 01:26:43 CET,78,0.00000,,,,,,,,,
2021-03-20 01:26:59 CET,79,0.00000,,,,,,,,,
2021-03-20 01:27:15 CET,80,0.00000,,,,,,,,,
2021-03-20 01:27:32 CET,81,0.00000,,,,,,,,,
2021-03-20 01:27:47 CET,82,0.00000,,,,,,,,,
2021-03-20 01:28:04 CET,83,0.00000,,,,,,,,,
2021-03-20 01:28:20 CET,84,0.00000,,,,,,,,,
2021-03-20 01:28:35 CET,85,0.00000,,,,,,,,,
2021-03-20 01:28:51 CET,86,0.00000,,,,,,,,,
2021-03-20 01:29:07 CET,87,0.00000,,,,,,,,,
2021-03-20 01:29:23 CET,88,0.00000,,,,,,,,,
2021-03-20 01:29:40 CET,89,0.00000,,,,,,,,,
2021-03-20 01:29:56 CET,90,0.00000,,,,,,,,,
2021-03-20 01:30:12 CET,91,0.00000,,,,,,,,,
2021-03-20 01:30:28 CET,92,0.00000,,,,,,,,,
2021-03-20 01:30:45 CET,93,0.00000,,,,,,,,,
2021-03-20 01:31:00 CET,94,0.00000,,,,,,,,,
2021-03-20 01:31:15 CET,95,0.00000,,,,,,,,,
2021-03-20 01:31:32 CET,96,0.00000,,,,,,,,,
2021-03-20 01:31:47 CET,97,0.00000,,,,,,,,,
2021-03-20 01:32:04 CET,98,0.00000,,,,,,,,,
2021-03-20 01:32:20 CET,99,0.00000,,,,,,,,,
2021-03-20 01:32:37 CET,100,0.00000,,,,,,,,,
2021-03-20 01:32:53 CET,101,0.00000,,,,,,,,,
2021-03-20 01:33:09 CET,102,0.00000,,,,,,,,,
2021-03-20 01:33:25 CET,103,0.00000,,,,,,,,,
2021-03-20 01:33:40 CET,104,0.00000,,,,,,,,,
2021-03-20 01:33:58 CET,105,0.00000,,,,,,,,,
2021-03-20 01:34:14 CET,106,0.00000,,,,,,,,,
2021-03-20 01:34:30 CET,107,0.00000,,,,,,,,,
2021-03-20 01:34:48 CET,108,0.00000,,,,,,,,,
2021-03-20 01:35:04 CET,109,0.00000,,,,,,,,,
2021-03-20 01:35:19 CET,110,0.00000,,,,,,,,,
2021-03-20 01:35:36 CET,111,0.00000,,,,,,,,,
2021-03-20 01:36:46 CET,112,0.00000,,,,,,,,,
2021-03-20 01:37:03 CET,113,0.00000,,,,,,,,,
2021-03-20 01:37:19 CET,114,0.00000,,,,,,,,,
2021-03-20 01:37:35 CET,115,0.00000,,,,,,,,,
2021-03-20 01:37:51 CET,116,0.00000,,,,,,,,,
2021-03-20 01:38:07 CET,117,0.00000,,,,,,,,,
2021-03-20 01:38:24 CET,118,0.00000,,,,,,,,,
2021-03-20 01:38:40 CET,119,0.00000,,,,,,,,,
2021-03-20 01:38:55 CET,120,0.00000,,,,,,,,,
2021-03-20 01:39:13 CET,121,0.00000,,,,,,,,,
2021-03-20 01:39:29 CET,122,0.00000,,,,,,,,,
2021-03-20 01:39:45 CET,123,0.00000,,,,,,,,,
2021-03-20 01:40:01 CET,124,0.00000,,,,,,,,,
2021-03-20 01:40:17 CET,125,0.00000,,,,,,,,,
2021-03-20 01:40:35 CET,126,0.00000,,,,,,,,,
2021-03-20 01:40:52 CET,127,0.00000,,,,,,,,,
2021-03-20 01:41:08 CET,128,0.00000,,,,,,,,,
2021-03-20 01:41:24 CET,129,0.00000,,,,,,,,,
2021-03-20 01:41:39 CET,130,0.00000,,,,,,,,,
2021-03-20 01:41:55 CET,131,0.00000,,,,,,,,,
2021-03-20 01:42:11 CET,132,0.00000,,,,,,,,,
2021-03-20 01:42:26 CET,133,0.00000,,,,,,,,,
2021-03-20 01:42:42 CET,134,0.00000,,,,,,,,,
2021-03-20 01:42:58 CET,135,0.00000,,,,,,,,,
2021-03-20 01:43:15 CET,136,0.00000,,,,,,,,,
2021-03-20 01:43:32 CET,137,0.00000,,,,,,,,,
2021-03-20 01:43:50 CET,138,0.00000,,,,,,,,,
2021-03-20 01:44:06 CET,139,0.00000,,,,,,,,,
2021-03-20 01:44:22 CET,140,0.00000,,,,,,,,,
2021-03-20 01:44:37 CET,141,0.00000,,,,,,,,,
2021-03-20 01:44:53 CET,142,0.00000,,,,,,,,,
2021-03-20 01:45:09 CET,143,0.00000,,,,,,,,,
2021-03-20 01:45:25 CET,144,0.00000,,,,,,,,,
2021-03-20 01:45:41 CET,145,0.00000,,,,,,,,,
2021-03-20 01:45:57 CET,146,0.00000,,,,,,,,,
2021-03-20 01:46:12 CET,147,0.00000,,,,,,,,,
2021-03-20 01:46:31 CET,148,0.00000,,,,,,,,,
2021-03-20 01:46:53 CET,149,0.00000,,,,,,,,,
2021-03-20 01:47:09 CET,150,0.00000,,,,,,,,,
2021-03-20 01:47:24 CET,151,0.00000,,,,,,,,,
2021-03-20 01:47:41 CET,152,0.00000,,,,,,,,,
2021-03-20 01:47:57 CET,153,0.00000,,,,,,,,,
2021-03-20 01:48:13 CET,154,0.00000,,,,,,,,,
2021-03-20 01:48:29 CET,155,0.00000,,,,,,,,,
2021-03-20 01:48:45 CET,156,0.00000,,,,,,,,,
2021-03-20 01:49:02 CET,157,0.00000,,,,,,,,,
2021-03-20 01:49:22 CET,158,0.00000,,,,,,,,,
2021-03-20 01:49:38 CET,159,0.00000,,,,,,,,,
2021-03-20 01:49:55 CET,160,0.00000,,,,,,,,,
2021-03-20 01:50:13 CET,161,0.00000,,,,,,,,,
2021-03-20 01:50:29 CET,162,0.00000,,,,,,,,,
2021-03-20 01:50:45 CET,163,0.00000,,,,,,,,,
2021-03-20 01:51:01 CET,164,0.00000,,,,,,,,,
2021-03-20 01:51:16 CET,165,0.00000,,,,,,,,,
2021-03-20 01:51:33 CET,166,0.00000,,,,,,,,,
2021-03-20 01:51:49 CET,167,0.00000,,,,,,,,,
2021-03-20 01:52:05 CET,168,0.00000,,,,,,,,,
2021-03-20 01:52:21 CET,169,0.00000,,,,,,,,,
2021-03-20 01:52:37 CET,170,0.00000,,,,,,,,,
2021-03-20 01:52:54 CET,171,0.00000,,,,,,,,,
2021-03-20 01:53:10 CET,172,0.00000,,,,,,,,,
2021-03-20 01:53:27 CET,173,0.00000,,,,,,,,,
2021-03-20 01:53:44 CET,174,0.00000,,,,,,,,,
2021-03-20 01:54:00 CET,175,0.00000,,,,,,,,,
2021-03-20 01:54:17 CET,176,0.00000,,,,,,,,,
2021-03-20 01:54:33 CET,177,0.00000,,,,,,,,,
2021-03-20 01:54:49 CET,178,0.00000,,,,,,,,,
2021-03-20 01:55:49 CET,179,0.00000,,,,,,,,,
2021-03-20 01:56:04 CET,180,0.00000,,,,,,,,,
2021-03-20 10:36:36 CET,181,0.00000,,,,,,,,,
2021-03-20 10:36:52 CET,182,0.00000,,,,,,,,,
2021-03-20 10:37:13 CET,183,0.00000,,,,,,,,,
2021-03-20 10:37:29 CET,184,0.00000,,,,,,,,,
2021-03-20 10:37:51 CET,185,0.00000,,,,,,,,,
2021-03-20 10:38:38 CET,186,0.00000,,,,,,,,,
2021-03-20 10:38:55 CET,187,0.00000,,,,,,,,,
2021-03-20 10:39:13 CET,188,0.00000,,,,,,,,,
2021-03-20 10:39:30 CET,189,0.00000,,,,,,,,,
2021-03-20 10:39:46 CET,190,0.00000,,,,,,,,,
2021-03-20 10:43:06 CET,191,0.00000,,,,,,,,,
2021-03-20 10:43:21 CET,192,0.00000,,,,,,,,,
2021-03-20 10:43:37 CET,193,0.00000,,,,,,,,,
2021-03-20 10:43:53 CET,194,0.00000,,,,,,,,,
2021-03-20 10:44:09 CET,195,0.00000,,,,,,,,,
2021-03-20 10:44:26 CET,196,0.00000,,,,,,,,,
2021-03-20 10:44:41 CET,197,0.00000,,,,,,,,,
2021-03-20 10:44:57 CET,198,0.00000,,,,,,,,,
2021-03-20 10:45:34 CET,199,0.00000,,,,,,,,,
2021-03-20 10:45:50 CET,200,0.00000,,,,,,,,,
2021-03-20 10:46:06 CET,201,0.00000,,,,,,,,,
2021-03-20 10:52:12 CET,202,-127.00000,,,,,,,,,
2021-03-20 10:53:19 CET,203,-127.00000,,,,,,,,,
2021-03-20 10:53:36 CET,204,-127.00000,,,,,,,,,
2021-03-20 10:53:52 CET,205,-127.00000,,,,,,,,,
2021-03-20 10:54:08 CET,206,-127.00000,,,,,,,,,
2021-03-20 10:54:23 CET,207,-127.00000,,,,,,,,,
2021-03-20 10:54:40 CET,208,-127.00000,,,,,,,,,
2021-03-20 10:54:56 CET,209,-127.00000,,,,,,,,,
2021-03-20 10:55:16 CET,210,-127.00000,,,,,,,,,
2021-03-20 10:55:32 CET,211,-127.00000,,,,,,,,,
2021-03-20 10:55:53 CET,212,-127.00000,,,,,,,,,
2021-03-20 10:56:09 CET,213,-127.00000,,,,,,,,,
2021-03-20 10:56:25 CET,214,-127.00000,,,,,,,,,
2021-03-20 10:56:41 CET,215,-127.00000,,,,,,,,,
2021-03-20 10:56:56 CET,216,-127.00000,,,,,,,,,
2021-03-20 10:57:19 CET,217,-127.00000,,,,,,,,,
2021-03-20 10:57:35 CET,218,-127.00000,,,,,,,,,
2021-03-20 10:57:51 CET,219,-127.00000,,,,,,,,,
2021-03-20 10:58:07 CET,220,-127.00000,,,,,,,,,
2021-03-20 10:58:23 CET,221,-127.00000,,,,,,,,,
2021-03-20 10:58:39 CET,222,-127.00000,,,,,,,,,
2021-03-20 10:58:54 CET,223,-127.00000,,,,,,,,,
2021-03-20 10:59:11 CET,224,-127.00000,,,,,,,,,
2021-03-20 10:59:27 CET,225,-127.00000,,,,,,,,,
2021-03-20 10:59:42 CET,226,-127.00000,,,,,,,,,
2021-03-20 10:59:59 CET,227,-127.00000,,,,,,,,,
2021-03-20 11:00:16 CET,228,-127.00000,,,,,,,,,
2021-03-20 11:00:32 CET,229,-127.00000,,,,,,,,,
2021-03-20 11:00:49 CET,230,-127.00000,,,,,,,,,
2021-03-20 11:01:04 CET,231,-127.00000,,,,,,,,,
2021-03-20 11:01:21 CET,232,-127.00000,,,,,,,,,
2021-03-20 11:01:37 CET,233,-127.00000,,,,,,,,,
2021-03-20 11:02:44 CET,234,-127.00000,,,,,,,,,
2021-03-20 11:03:00 CET,235,-127.00000,,,,,,,,,
2021-03-20 11:03:16 CET,236,-127.00000,,,,,,,,,
2021-03-20 11:03:33 CET,237,-127.00000,,,,,,,,,
2021-03-20 11:03:49 CET,238,-127.00000,,,,,,,,,
2021-03-20 11:04:05 CET,239,-127.00000,,,,,,,,,
2021-03-20 11:04:21 CET,240,-127.00000,,,,,,,,,
2021-03-20 11:04:38 CET,241,-127.00000,,,,,,,,,
2021-03-20 11:04:54 CET,242,-127.00000,,,,,,,,,
2021-03-20 11:05:10 CET,243,-127.00000,,,,,,,,,
2021-03-20 11:05:27 CET,244,-127.00000,,,,,,,,,
2021-03-20 11:05:43 CET,245,-127.00000,,,,,,,,,
2021-03-20 11:06:01 CET,246,-127.00000,,,,,,,,,
2021-03-20 11:06:17 CET,247,-127.00000,,,,,,,,,
2021-03-20 11:06:33 CET,248,-127.00000,,,,,,,,,
2021-03-20 11:06:48 CET,249,-127.00000,,,,,,,,,
2021-03-20 11:07:04 CET,250,-127.00000,,,,,,,,,
2021-03-20 11:07:20 CET,251,-127.00000,,,,,,,,,
2021-03-20 11:07:36 CET,252,-127.00000,,,,,,,,,
2021-03-20 11:07:52 CET,253,-127.00000,,,,,,,,,
2021-03-20 11:08:07 CET,254,-127.00000,,,,,,,,,
2021-03-20 11:08:25 CET,255,-127.00000,,,,,,,,,
